date,price,volume
2024-04-23,0.16115710481640746,1342124804.2853599
2024-04-24,0.15992312526184665,1087380588.9610057
2024-04-25,0.1513128620074721,1552476420.1463947
2024-04-26,0.15154478470255098,1103803990.9510856
2024-04-27,0.14782872364691055,903530328.9880874
2024-04-28,0.14797120262584695,862788251.2034055
2024-04-29,0.14666941974267372,648095775.8323567
2024-04-30,0.14346401590381466,1085608282.7824013
2024-05-01,0.13340141077153403,1422725149.4415252
2024-05-02,0.13018965092052598,2241339745.395361
2024-05-03,0.13222850734851854,1414713759.7498312
2024-05-04,0.1459853742300544,1343946354.003907
2024-05-05,0.15995476432820235,2801320942.9880314
2024-05-06,0.16087465634756173,1564164212.1717498
2024-05-07,0.15653648003445705,1817376304.8210833
2024-05-08,0.1502555456147171,1188542444.6092875
2024-05-09,0.14350155359652975,1155433008.808717
2024-05-10,0.15208459930442558,1099544408.9699128
2024-05-11,0.14405365626145858,1055816392.8182677
2024-05-12,0.14280940258609806,536720267.4745859
2024-05-13,0.14115753288382166,597400477.8691059
2024-05-14,0.1484180481975252,1893014470.244958
2024-05-15,0.14542180039114636,1573536856.1645098
2024-05-16,0.1557098461153148,1460735574.7373092
2024-05-17,0.14971107450088628,1154124392.102251
2024-05-18,0.15567139699986712,951198300.9579799
2024-05-19,0.15298476723852222,664366046.3899801
2024-05-20,0.14905271318244764,665096141.8800977
2024-05-21,0.16523514235066838,1354274363.2073774
2024-05-22,0.17077053450126758,2561530643.8211794
2024-05-23,0.16610709366302706,1659358907.0757198
2024-05-24,0.15961778434931018,1890104533.667718
2024-05-25,0.16354097163125014,2470188158.5621576
2024-05-26,0.17289907262276058,1313262487.682737
2024-05-27,0.16620926121838425,1124047972.5209289
2024-05-28,0.1691269099380274,1162225141.925964
2024-05-29,0.16501493019073454,1195417951.598318
2024-05-30,0.16369393075519753,1276072362.3915806
2024-05-31,0.15951092663253355,1246129241.373527
2024-06-01,0.15911552589039776,831262884.6032069
2024-06-02,0.1601530797283416,458029420.6882084
2024-06-03,0.15701637641879704,509609863.4381308
2024-06-04,0.1582193183614468,752793559.6767981
2024-06-05,0.16154287049862595,668890586.1667435
2024-06-06,0.16350797889395807,733579744.7071618
2024-06-07,0.16016794653977254,787716169.4557996
2024-06-08,0.14830693813272558,1381300164.6140766
2024-06-09,0.14610915121903448,781683797.0190542
2024-06-10,0.14677765618801594,606247857.6045299
2024-06-11,0.14483418536234116,702056069.3465934
2024-06-12,0.13805063438936901,1300845977.156508
2024-06-13,0.14608548892633103,1292581334.3557217
2024-06-14,0.140989786350885,800915999.5780656
2024-06-15,0.1349511625092175,873884427.9170055
2024-06-16,0.1365589366931579,501291288.2135374
2024-06-17,0.13683276112182022,393701399.78906095
2024-06-18,0.12888115081775378,962751054.850534
2024-06-19,0.12214570593988511,1444125728.6074371
2024-06-20,0.12220949202802549,652055993.3523949
2024-06-21,0.12439712536759981,748898928.1328917
2024-06-22,0.12402602409280061,639224895.6608943
2024-06-23,0.12376435391741886,347152934.39902455
2024-06-24,0.12206856333993864,442120969.27207637
2024-06-25,0.11914654156323184,985468535.3078718
2024-06-26,0.12612157730276571,811718660.529724
2024-06-27,0.12261797115112189,548062898.1619759
2024-06-28,0.1269066155702451,630945650.0242836
2024-06-29,0.12282279112443302,644207174.6911759
2024-06-30,0.1216339420046335,296118066.94219476
2024-07-01,0.1244262842940218,379822254.6624731
2024-07-02,0.12335625147464792,460412942.7042293
2024-07-03,0.12498180833459735,418357315.1436524
2024-07-04,0.118501474565196,657450943.1231261
2024-07-05,0.1048447546961304,1144361378.777649
2024-07-06,0.10583552279436781,1731535975.6821628
2024-07-07,0.11335917053536093,858389592.8825883
2024-07-08,0.10400686449673403,649702979.4455148
2024-07-09,0.10749624643702649,1040715424.5443174
2024-07-10,0.10750704557894233,586788336.8887604
2024-07-11,0.10794399872973458,563764968.3101348
2024-07-12,0.10666739163868012,554089205.6735662
2024-07-13,0.10760507831547218,481155140.608932
2024-07-14,0.11217534394878238,511037035.05479777
2024-07-15,0.11566281991196131,563795257.8487327
2024-07-16,0.12522964670094947,864205890.8280599
2024-07-17,0.1250423087320959,1001637168.7976447
2024-07-18,0.12181890532131723,737161134.9570054
2024-07-19,0.11946621190916797,728745558.7418016
2024-07-20,0.125457971610212,786013598.7996689
2024-07-21,0.13453267433377875,1208802266.138944
2024-07-22,0.1401207896213011,1336401337.6364136
2024-07-23,0.13804992844335925,1577710181.2340684
2024-07-24,0.1305554120570819,992568649.8349823
