date,price,volume
2024-04-23,3199.769589894069,12101339610.34102
2024-04-24,3218.9672686428075,11111254140.889095
2024-04-25,3138.814357009402,14931662515.529316
2024-04-26,3157.6193174815944,14827151368.90256
2024-04-27,3131.4192197400516,11150981612.611172
2024-04-28,3259.2522227654413,12739849720.355131
2024-04-29,3259.503404256033,10786187404.455635
2024-04-30,3213.6890004948136,15480798749.513744
2024-05-01,3018.549635877818,19251155949.751816
2024-05-02,2976.0902075157046,22064350438.409042
2024-05-03,2988.5486490452654,14175880226.413488
2024-05-04,3102.1512923656555,13929437694.673725
2024-05-05,3115.0233215730136,8430889402.258022
2024-05-06,3136.57511039041,8027546635.921553
2024-05-07,3064.5913995603364,13196102657.36935
2024-05-08,3015.1597696166846,11727252097.462042
2024-05-09,2975.72696606529,10555086522.407984
2024-05-10,3038.3447046668207,10961137747.243969
2024-05-11,2910.684500017475,12185177562.18238
2024-05-12,2908.9827849031903,6479337783.261837
2024-05-13,2931.3106669139133,5237992152.442184
2024-05-14,2948.3034552659406,13930280821.074911
2024-05-15,2881.7959916152945,11258734172.441973
2024-05-16,3035.758955126304,13809709402.13564
2024-05-17,2943.5851283842208,11039599517.596857
2024-05-18,3095.9968442929658,13846325669.567377
2024-05-19,3120.5493782541066,8357435200.282594
2024-05-20,3071.324418093757,6983633593.912785
2024-05-21,3656.390090299324,27159496889.816044
2024-05-22,3792.486220211773,37370060267.60153
2024-05-23,3741.897740560911,24114510372.012993
2024-05-24,3766.398091341944,46761576029.509094
2024-05-25,3727.065981583209,20715688665.955757
2024-05-26,3750.077159389676,8464533427.424917
2024-05-27,3825.277957577714,10540798421.159782
2024-05-28,3893.3921058941055,15290249260.872213
2024-05-29,3840.68886040005,18146426007.646515
2024-05-30,3765.3025567780796,15290595277.792278
2024-05-31,3748.6391523334596,13659082592.12581
2024-06-01,3761.0692456476336,12068376838.694778
2024-06-02,3813.452441559934,7216291113.118156
2024-06-03,3780.7119847349145,9915137834.269558
2024-06-04,3766.6376499412618,12609351903.623407
2024-06-05,3814.932030146498,11652766019.496792
2024-06-06,3871.0820906216727,12871943841.967451
2024-06-07,3812.701856549199,11650774701.467743
2024-06-08,3679.3766523741783,16199024684.298843
2024-06-09,3683.0253801346485,7575768941.686513
2024-06-10,3705.8998844045504,6301031436.913941
2024-06-11,3666.8276647258203,8786880926.53714
2024-06-12,3498.5559542215797,19621933421.92237
2024-06-13,3559.4475336257624,16798065224.846418
2024-06-14,3465.316584199481,14257587847.282923
2024-06-15,3478.7748349889234,14164619768.518377
2024-06-16,3565.1232591862595,12060524631.965353
2024-06-17,3618.508652976102,8663362158.145231
2024-06-18,3510.3586935289036,17226962124.000225
2024-06-19,3480.4713384276088,21649791273.213665
2024-06-20,3555.9658395535403,15091044746.84232
2024-06-21,3511.28482815368,15933137676.283852
2024-06-22,3516.88098000528,16100418805.143234
2024-06-23,3494.7985621731755,6342881010.269747
2024-06-24,3417.7971372978254,8947881396.036127
2024-06-25,3357.1006400727606,23589084207.47341
2024-06-26,3395.304687339692,11981602845.529747
2024-06-27,3365.9446697083863,10009281218.932026
2024-06-28,3442.910158110125,11076955211.879559
2024-06-29,3374.6051303067916,10962843305.829046
2024-06-30,3371.278227967461,5551997884.52149
2024-07-01,3435.3183276337395,7498532249.327012
2024-07-02,3438.009078999906,11834316021.632442
2024-07-03,3417.8984255478363,8478511086.945243
2024-07-04,3295.808464429979,15473856746.245096
2024-07-05,3069.0434008340803,19209988737.688694
2024-07-06,2984.398102498264,31755421068.593773
2024-07-07,3066.247437954064,9871087552.273798
2024-07-08,2928.6012310061665,10243406181.924892
2024-07-09,3016.0833537946064,20819810746.374283
2024-07-10,3064.0923605197886,14902982165.592142
2024-07-11,3099.7101861313545,14523237728.597153
2024-07-12,3102.0902302291074,14058546522.739754
2024-07-13,3132.980838609695,12435435678.409641
2024-07-14,3173.5042341380185,7830621980.637015
2024-07-15,3252.654184707363,9867236520.521011
2024-07-16,3488.5387580277174,18368344859.430637
2024-07-17,3446.7658893041003,21040427365.588116
2024-07-18,3389.441287038116,16978839263.794697
2024-07-19,3428.5520187667257,14884776298.264118
2024-07-20,3505.222536388452,17784761899.551624
2024-07-21,3522.8013028122487,9427844289.70798
2024-07-22,3533.118349531153,13378492000.408422
2024-07-23,3443.073350817144,18304154013.687572
2024-07-24,3482.9837705931927,25079221799.230476
2024-07-25,3336.3802530382436,15765758234.562634
2024-07-26,3173.7633983274727,25890826733.28285
2024-07-27,3278.1869575279507,15169277359.834238
2024-07-28,3254.611672582785,14496971021.239912
2024-07-29,3272.8501306701373,7818233563.235541
2024-07-30,3316.942188773212,18452148650.905613
2024-07-31,3276.981779516743,13805865977.524105
2024-08-01,3233.076804863122,16143420325.47769
2024-08-02,3204.2465237463616,17786413332.129932
2024-08-03,2983.300976694291,18785849199.903355
2024-08-04,2906.7150241765007,17701956694.58319
2024-08-05,2682.4373928187924,22171247833.139385
2024-08-06,2415.6311394312143,73571034926.63428
2024-08-07,2455.51137665051,27613148149.796356
2024-08-08,2341.590346028249,24968091142.09198
2024-08-09,2685.012750687489,24290512619.839314
2024-08-10,2602.1840712761878,18077335701.97768
2024-08-11,2608.0357436286963,8849019546.648287
2024-08-12,2558.790870730736,12624674028.077477
2024-08-13,2726.777988551933,22670968464.846756
2024-08-14,2703.5505587641255,16366799383.61909
2024-08-15,2662.780395092489,15887432311.728333
2024-08-16,2569.8604812159274,15498476343.410463
2024-08-17,2592.249006212312,12841847017.271076
2024-08-18,2613.139261446099,5483825246.098839
