date,price,volume
2024-04-23,605.2562833353201,1686206128.5931973
2024-04-24,606.9990457775368,1640219503.6540399
2024-04-25,607.5531188061954,1951230236.019648
2024-04-26,614.4011068572441,1337858222.2618418
2024-04-27,597.8836087058611,940122408.8368784
2024-04-28,596.3986208196151,861110797.2417561
2024-04-29,599.5751191835121,796795163.3849293
2024-04-30,593.2491133866707,1017859043.8219746
2024-05-01,578.1898622510048,2100807101.5649204
2024-05-02,562.220221163871,1783633523.075544
2024-05-03,560.7053414580814,1016005523.7545738
2024-05-04,586.4329441429846,1062371452.3404838
2024-05-05,585.7091919899577,676369302.3120847
2024-05-06,591.5696864234413,631555782.5424793
2024-05-07,587.9975276703907,895425709.075658
2024-05-08,577.8207580787184,929793216.3657267
2024-05-09,588.6001816817056,1083801549.9128985
2024-05-10,596.3634049227411,1468087111.8748186
2024-05-11,585.63209486269,979380477.5432875
2024-05-12,591.5322705643867,732903351.7545038
2024-05-13,594.0478928219344,665663954.0845586
2024-05-14,591.4430302446636,1118088662.9483078
2024-05-15,566.6540797108654,1175231610.5891218
2024-05-16,582.2776668543061,1173996654.387149
2024-05-17,569.1833921144822,1189632313.7564378
2024-05-18,581.3528348007209,734013396.2693626
2024-05-19,579.6733289621226,540351693.5495155
2024-05-20,574.2318739013161,455091361.0886375
2024-05-21,600.7777660119472,1167876583.2212603
2024-05-22,618.8192565287056,3023714567.2680526
2024-05-23,614.7193778227489,1215122797.3115957
2024-05-24,598.7991409330791,1796320949.3424363
2024-05-25,600.0237430352892,940610008.4329085
2024-05-26,602.185289762264,508791151.4398313
2024-05-27,600.0099567532791,447550015.1008835
2024-05-28,603.7379863160476,508494021.0650005
2024-05-29,601.027199842003,1009878410.7014347
2024-05-30,595.1906949308271,797384783.0801406
2024-05-31,595.0819435647909,773657056.4751225
2024-06-01,593.7073159967216,671745609.8230449
2024-06-02,600.9239789843393,592940994.9751196
2024-06-03,602.9471398632894,729625293.0352916
2024-06-04,626.564554887942,1961098629.5344565
2024-06-05,686.5106675772284,2674092196.770385
2024-06-06,699.924112025121,2624815114.090775
2024-06-07,710.0434830589062,1902933087.1101096
2024-06-08,683.3383279797964,1735949561.2539005
2024-06-09,682.7827497468624,970666024.3751915
2024-06-10,673.495305137746,814918778.5516957
2024-06-11,624.1111865882733,2274746205.367519
2024-06-12,601.6892499687187,2229553819.165605
2024-06-13,618.8387734028372,1554248335.2816668
2024-06-14,599.1566520664575,1191864006.7666323
2024-06-15,603.0538175934126,1081824863.9673705
2024-06-16,607.8065562169128,573133472.7140491
2024-06-17,609.8330309332431,520408916.15809137
2024-06-18,603.9317705958817,993748365.859103
2024-06-19,588.3547299332587,1785473969.3443074
2024-06-20,598.1823995707931,965104859.3444737
2024-06-21,586.9059353494202,1092535046.9407232
2024-06-22,585.8611030285144,763964473.6073122
2024-06-23,590.5596486180493,374691318.64901847
2024-06-24,577.112305791683,602832218.4960234
2024-06-25,568.2866257920481,1423801612.3312726
2024-06-26,578.10170306042,822683284.7074347
2024-06-27,571.9653901943021,706189025.807188
2024-06-28,580.4848098316352,821012226.7540812
2024-06-29,566.7791835235641,723489522.5438671
2024-06-30,569.037979199843,405914726.50692314
2024-07-01,581.7785946481981,679465520.4101188
2024-07-02,576.4582104446572,664117687.1465874
2024-07-03,579.0244502710267,606289001.4273182
2024-07-04,556.9797154228937,1001238960.4725356
2024-07-05,513.9453755496933,1545553921.1939452
2024-07-06,498.62196780135304,2604851068.3584733
2024-07-07,527.4566371635227,775622840.4010627
2024-07-08,489.8966088738004,886962556.251936
2024-07-09,510.23246278627056,1586231681.331875
2024-07-10,516.6700504533386,741939896.1615809
2024-07-11,524.2934683955484,846017353.3708689
2024-07-12,525.4243568486237,807513195.2972174
2024-07-13,533.79693592098,796401058.1368024
2024-07-14,531.8300862413389,628511639.0220709
2024-07-15,544.9923777318921,594170752.2167687
2024-07-16,586.5021629410871,1118557940.60654
2024-07-17,577.0733320025251,1214855892.5372884
2024-07-18,568.6629868188512,801369061.398164
2024-07-19,571.9732791484945,749609076.1390363
2024-07-20,593.6286687768509,1198263276.8712485
2024-07-21,593.7583912963933,612596079.2453587
2024-07-22,601.817243994619,888499706.291106
2024-07-23,589.292647245785,1076044016.0684297
2024-07-24,582.4529136231971,898212596.9295814
2024-07-25,574.4106472326896,680183858.5534694
2024-07-26,570.9283836332269,1131076443.6688194
2024-07-27,581.0688197159623,708560781.7404197
2024-07-28,582.1631652390556,814108946.207702
2024-07-29,584.4214798073752,456744572.360746
2024-07-30,574.7212730893208,894893853.6873201
2024-07-31,585.8203686347002,811283570.7593459
2024-08-01,576.7235905020976,819116546.4664685
2024-08-02,575.3955117876043,1103476839.0569408
2024-08-03,542.9536431671482,1190046276.7072883
2024-08-04,529.824763245154,920058736.0484015
2024-08-05,495.964297435195,1204020187.4041965
2024-08-06,464.9172230655701,3688148819.095155
2024-08-07,483.58147031545303,1608444664.859629
2024-08-08,474.91517548175267,1172923833.5303307
2024-08-09,517.0200212361478,964414902.9202516
2024-08-10,508.50598966236623,588500103.9347321
2024-08-11,523.4081972371441,537804503.7654083
2024-08-12,503.4723056454186,797141781.6084327
2024-08-13,518.7522169712583,1003673165.5908451
2024-08-14,523.5534548294074,967141273.6618243
2024-08-15,523.8422624962476,791043544.1797582
2024-08-16,519.9897914144176,835902359.0401022
2024-08-17,519.7178383319489,721531477.325509
2024-08-18,542.028372504351,665967566.2581954
2024-08-19,530.6035820721123,641658585.5509945
2024-08-20,561.3466933045529,835825601.7907687
