date,price,volume,price_change_pct,volume_change_pct,is_pump,is_dump
2024-04-23,85.44039991431802,398712507.6368509,,,False,False
2024-04-24,85.12914888557111,308527714.64998496,-0.36429022928151644,-22.619002729908498,False,False
2024-04-25,83.09466284560742,546543510.4695091,-2.3898818049953863,77.1456775251279,False,False
2024-04-26,83.7966640367802,459873311.7286344,0.8448210355906038,-15.857877201107106,False,False
2024-04-27,87.98689051365693,587244665.8005654,5.000469320637335,27.69705282377666,False,False
2024-04-28,83.98995856155847,434497865.4469258,-4.542644851710131,-26.010759952226458,False,False
2024-04-29,83.92753002894067,292212427.312472,-0.07432856699416401,-32.747097155034034,False,False
2024-04-30,83.47487656773569,382567733.4305791,-0.5393384757646058,30.92110316769223,False,False
2024-05-01,79.54645924893653,440859599.6314476,-4.706107370654744,15.237005399841475,False,False
2024-05-02,79.95607170572345,498980013.8304704,0.5149348703316292,13.183429429144923,False,False
2024-05-03,80.17051047560923,327920420.4644302,0.26819572961891414,-34.281852704456824,False,False
2024-05-04,81.86568484770352,317519501.218388,2.114461242715948,-3.171781504583182,False,False
2024-05-05,81.68119869653759,251710228.9045187,-0.22535223581056085,-20.726056844176664,False,False
2024-05-06,81.36785310181969,270894562.4990768,-0.3836202207096018,7.6215947512547455,False,False
2024-05-07,80.74231319720806,407106572.364864,-0.7687801518234227,50.282297514277886,False,False
2024-05-08,80.83406784165759,347735975.9341252,0.11363886024100545,-14.583551448422371,False,False
2024-05-09,81.62080339062334,364785634.9226658,0.9732722476701872,4.9030471876658765,False,False
2024-05-10,83.01887130355912,303599948.19100386,1.7128818326436646,-16.773052684663202,False,False
2024-05-11,80.24464837221446,321976194.05455774,-3.3416774858341602,6.052782937891954,False,False
2024-05-12,81.28305778699786,243972103.07881564,1.2940544146529787,-24.2266640876327,False,False
2024-05-13,81.38035901574813,179382833.22248566,0.11970665400562464,-26.474039056614718,False,False
2024-05-14,80.5936186692016,340995299.5508445,-0.9667447478257984,90.09360785817975,False,False
2024-05-15,78.74817228000498,341954720.92251,-2.289817009918993,0.28135911929849655,False,False
2024-05-16,82.62358878113895,348620612.4860932,4.921278029608289,1.9493491844768895,False,False
2024-05-17,82.45944780166619,284404202.65554,-0.19866115947535512,-18.420141417517264,False,False
2024-05-18,84.17114091758042,285007204.18113464,2.075799876845208,0.21202271976443754,False,False
2024-05-19,83.83220408445295,202873945.24171683,-0.4026758214663473,-28.817958891740325,False,False
2024-05-20,82.18361175718049,207696404.74313787,-1.9665382119879227,2.377071878636383,False,False
2024-05-21,88.56914538228209,434332965.8412715,7.769838156989595,109.11915465191582,True,False
2024-05-22,88.2205474847593,568011302.9318179,-0.39358841729608685,30.777847320803996,False,False
2024-05-23,85.70837210573465,402915304.7633045,-2.8476080127009418,-29.06561846856962,False,False
2024-05-24,85.42582999561107,642996347.5088367,-0.32965520541566873,59.58598244029714,False,False
2024-05-25,84.86096701134178,404788205.8533146,-0.6612320703214714,-37.046577726049755,False,False
2024-05-26,84.96013460335033,219480686.73082808,0.11685889932799842,-45.77888299187192,False,False
2024-05-27,83.91177699766615,215431415.38964912,-1.2339406129458164,-1.8449328738181836,False,False
2024-05-28,85.22851422445028,294001419.80470914,1.5691923993228718,36.471005991837856,False,False
2024-05-29,83.38534056568965,359779083.7012825,-2.1626255901946334,22.373247020462106,False,False
2024-05-30,83.50989529605377,298908339.24161184,0.1493724550612141,-16.918922532531223,False,False
2024-05-31,84.38891869295978,371619844.87041485,1.0525978912915068,24.32568653430216,False,False
2024-06-01,83.26221874184027,305202726.23553544,-1.3351278444731385,-17.872328281617822,False,False
2024-06-02,83.41964010445693,180124022.1389279,0.18906698019272028,-40.98217130605839,False,False
2024-06-03,82.98686276877132,231372042.50960976,-0.5187954960530816,28.451518993482594,False,False
2024-06-04,82.8179388029432,288382200.49990267,-0.2035550690701382,24.64003747899881,False,False
2024-06-05,83.63369237372576,302472377.497025,0.9849962249405486,4.885938512396892,False,False
2024-06-06,85.47663016182673,290959616.31929857,2.203582952986949,-3.80621902502144,False,False
2024-06-07,84.2006722522679,274033080.5790519,-1.4927564495033852,-5.817486273308637,False,False
2024-06-08,80.10318290815056,533827382.3026584,-4.866338040438844,94.80399270578653,False,False
2024-06-09,80.00575016994765,247407552.41846076,-0.121634040827856,-53.65401614445646,False,False
2024-06-10,80.5454586828477,272647649.5909733,0.6745871537403358,10.201829703978449,False,False
2024-06-11,79.59333585492014,319094571.8411051,-1.1820937437039047,17.035511701572183,False,False
2024-06-12,77.2525122640677,589521939.5705894,-2.940979374352659,84.74834472087012,False,False
2024-06-13,78.42334148174768,404967290.29031193,1.515587238998517,-31.30581525340821,False,False
2024-06-14,79.10513435552609,365688910.7453657,0.8693749346769142,-9.699148668720492,False,False
2024-06-15,77.53192065837783,389009437.0482862,-1.9887630682449586,6.37714888739378,False,False
2024-06-16,79.19128864243599,234514788.75707883,2.1402384591627577,-39.714884416038096,False,False
2024-06-17,78.85803609720071,195532947.09559256,-0.42081970245487765,-16.622338347226982,False,False
2024-06-18,76.60945362529897,382331912.8960804,-2.851430980515579,95.53324315679912,False,False
2024-06-19,72.56318004267354,639998893.6474303,-5.281689649447152,67.39353217982224,False,True
2024-06-20,73.6668207781585,296495508.2940762,1.5209376640272998,-53.67249674381267,False,False
2024-06-21,74.69980639579259,346496544.3755309,1.4022399863635293,16.864011319814544,False,False
2024-06-22,74.08907207048706,384289404.5743917,-0.8175848837808086,10.90713913668968,False,False
2024-06-23,74.52984514377889,197460353.5251859,0.5949231930890919,-48.61675831425089,False,False
