date,price,volume,price_change_pct,volume_change_pct,is_pump,is_dump
2024-04-23,3199.769589894069,12101339610.34102,,,False,False
2024-04-24,3218.9672686428075,11111254140.889095,0.5999706606804045,-8.181618740836448,False,False
2024-04-25,3138.814357009402,14931662515.529316,-2.4900194672435982,34.38323276740856,False,False
2024-04-26,3157.6193174815944,14827151368.90256,0.5991103115161378,-0.6999297400276938,False,False
2024-04-27,3131.419219740052,11150981612.611172,-0.829742128713562,-24.793499876190182,False,False
2024-04-28,3259.2522227654413,12739849720.355131,4.082270499572416,14.248683774592852,False,False
2024-04-29,3259.503404256033,10786187404.455635,0.007706721463196509,-15.335049932166989,False,False
2024-04-30,3213.6890004948136,15480798749.513744,-1.4055639181538515,43.52428869462093,False,False
2024-05-01,3018.549635877818,19251155949.751816,-6.0721297109630035,24.355055971233398,False,False
2024-05-02,2976.0902075157046,22064350438.40904,-1.4066168684937375,14.613119835505195,False,False
2024-05-03,2988.5486490452654,14175880226.413488,0.4186177387398571,-35.75210715591024,False,False
2024-05-04,3102.1512923656555,13929437694.673723,3.8012646492029623,-1.738463698928383,False,False
2024-05-05,3115.0233215730136,8430889402.258022,0.414938795507358,-39.47430192762348,False,False
2024-05-06,3136.57511039041,8027546635.921553,0.691866050187806,-4.784106955885859,False,False
2024-05-07,3064.5913995603364,13196102657.36935,-2.294978066733233,64.38525063584952,False,False
2024-05-08,3015.159769616685,11727252097.462042,-1.612992516742795,-11.130942203507566,False,False
2024-05-09,2975.72696606529,10555086522.407984,-1.3078180449591192,-9.995227912835036,False,False
2024-05-10,3038.3447046668207,10961137747.243967,2.1042837369023903,3.8469720165150267,False,False
2024-05-11,2910.684500017475,12185177562.18238,-4.201636649497442,11.167087241889483,False,False
2024-05-12,2908.9827849031903,6479337783.261837,-0.058464430420901436,-46.826070033062535,False,False
2024-05-13,2931.3106669139133,5237992152.442184,0.7675494721590903,-19.1585262621504,False,False
2024-05-14,2948.303455265941,13930280821.074911,0.5796993319004962,165.94695859901196,False,False
2024-05-15,2881.7959916152945,11258734172.441973,-2.2557875964856366,-19.17798128370245,False,False
2024-05-16,3035.758955126304,13809709402.13564,5.342604541021334,22.657744561885963,False,False
2024-05-17,2943.5851283842208,11039599517.596855,-3.0362696150969093,-20.05914682107933,False,False
2024-05-18,3095.9968442929658,13846325669.567375,5.177758048818726,25.42416640655003,False,False
2024-05-19,3120.5493782541066,8357435200.282594,0.7930413109561218,-39.64149479272129,False,False
2024-05-20,3071.324418093757,6983633593.912785,-1.577445321114912,-16.438076676004098,False,False
2024-05-21,3656.390090299324,27159496889.816044,19.049295761751317,288.9020883553993,True,False
2024-05-22,3792.486220211773,37370060267.60153,3.7221446987705686,37.594817824530935,False,False
